,Date,Company,Title,Location,Description,Level,Link
46,3 weeks ago ,OpenWeb ,Frontend Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel","We create a safe space for communities to thrive.OpenWeb's mission is to improve the quality of conversations online, building a healthier web where content creators of all kinds are empowered to thrive. As a product company, OpenWeb partners with publishers and brands to build strong, direct relationships with their audiences.OpenWeb's technology empowers its partners to build vibrant communities rooted in healthy conversations and robust social experiences. OpenWeb works with more than 1,000 top-tier publishers, hosting more than 100 million active users each month.Founded in 2015, OpenWeb has nearly 300 employees in New York City, Tel Aviv, Kyiv, San Diego, Canada, London, and Paris and is backed by world-class investors, including Georgian, Insight Partners, Entrée Capital, The New York Times, Samsung Next, Dentsu, and ScaleUp. To date, the company has raised $393 million in funding and is currently valued at $1.5 billion.To learn more about OpenWeb's platform, visit OpenWeb.com, or follow @OpenWebHQ on LinkedIn and Twitter.What You'll Do:Work with a small team of experienced and highly talented developers in a CI/CD environment with cutting edge technologies. Evolve our architecture and engineering to support the ever growing scale of users, features and data. Closely impact the company products architecture and craftsmanship. Work closely with Product and Design, taking full responsibility and ownership from conception to post-deployment in a fast-paced, collaborative environment. Our Stack - Go, Python, React.JS, Redux, Ruby on Rails, AWS, Elastic Search, Redis, MySQL, PostgresWhat You'll Bring:+4 Years of experience in React and ReduxStrong proven technical skills and a passion for developing products that people love and use everyday. Previous experience building a high scale, cloud based, web application from scratch. Understanding of product and a passion for building software that provides a great experience. Track record of excellence. Team player, strong communication skills, and empathetic. Focus on quality and simplicity. The OpenWeb CultureWe offer a dynamic and unconventional work environment that spans from NYC to London, France, Kyiv, and Tel Aviv, bringing together a diverse group of world-class and high-caliber techies, wordsmiths, entrepreneurs, and creative thinkers. We empower every individual across our global team to be a catalyst for change and strive to create a work environment where you can have the utmost autonomy over your role and projects from start to finish. If you want to join an innovative tech company where you can challenge yourself, have the freedom to own your work, and make a lasting impact, then you have a spot within our growing community!OpenWeb is committed to building diverse teams and upholding an equal employment workplace that is free from discrimination. We hire amazing individuals regardless of their race, color, ancestry, religion, sex, gender identity, national origin, sexual orientation, age, citizenship, marital status, pregnancy, medical conditions, genetic information, disability, or Veteran status.Build your skills with us as you build a better web for everyone. Join us!Also, we care about your privacy! Please take a moment to review OpenWeb's Privacy Practices
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2pbh6dvb"", ""https://tinyurl.com/2pbh6dvb"")"
47,1 month ago ,ONE Digital ,Experienced PHP developer," Netanya, Center District, Israel","One Digital is a software development company working on a range of projects from cyber security to medical devices using the best software stacks around. One Digital is now part of One Digital, an elite unit of Digital, IoT & Innovation experts. One Digital leads digital transformation processes across companies and organizations from all sectors, connecting the physical with the digital by developing digital products, smart IoT solutions, mobile Apps and state of the art websites. We empower our clients, enabling them to provide their customers with an exceptional user experience. Our mission is to grow businesses.If you like building great products, working on projects from scratch, you don't mind switching context almost daily and like to work in a fast paced environment then One Digital is the ideal workplace for you.We're looking an Experienced PHP developers to join our project team in a global fintech company which located in the Sharon AreaAs part of the job you will develop applications in PHP in WordPress environmentsIf you're independent, enthusiastic, like learning new things and creating things, we'd like to meet you!We offer competitive compensation and technical challenges.Required SkillsCoding wordpress themes using php, html, css and js - mustDeveloping plugins - mustEnriching Elementor pages using Js, CSS. Experience with Wordpress multi site - advantage WordPress Developer Responsibilities:Ability to maintain and fix existing code.Experience working with version control systems such as Git.Good communication skills and the ability to work in a team environment.A bachelor's degree in computer science or a related field is a plus
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2nq2zau5"", ""https://tinyurl.com/2nq2zau5"")"
48,1 week ago ,Cybereason ,Frontend Developer," Tel Aviv-Yafo, Tel Aviv District, Israel","Who We AreCybereason is the champion of today’s cyber defenders, providing operation-centric attack protection. Our Defence Platform moves beyond endless alerting to instead recognize, expose, and end malicious operations before they take hold. Cybereason is an international company that defends the world's top brands in over 50 countries.Nice to knowOur Israeli site is located in Tel Aviv at Alon 1 tower, next to Hashalom train stationHybrid work modelFlexible working hours“Best high tech companies to work for” (by Dun’s100)“Top companies leading women representation” (by Power in Diversity)You’ll be part of our Security Platform groupThe Security Platform division is focused on building the detection, investigation, security and management platforms as the backbone for Cybereason products. Utilizing cutting edge technology for big data, stream processing and graph analysis we build scalable multi tenant solutions based on cloud native services.We are looking for highly motivated Front End Software Engineers to take part in building cutting edge next generation multi-tenant SaaS management platform.In this position you willBecome a valued member of an autonomous, cross-functional agile team.Design and develop multi-tenant front end services with a focus on low latency, scalability and user experience for a SaaS product.Collaborate closely with other engineers, product owners and designers, to identify and solve challenging problems in cybersecurity.Work with experienced and highly talented engineers in a CI/CD environment with cutting edge technologies.Take full responsibility and ownership from conception, development, quality to post-deployment.Work in an environment that supports your individual growth.We are looking forMust have-B.Sc. Computer Science/Engineering or equivalent knowledgeAt least 3 years of experience in front end web developmentExperience with React UX orientation Ability to lead E2E from requirements, to productionAbility to work closely with Product & UX managersTeam player, accountable, dedicated and passionateTeam player, accountable, dedicated and passionateAbility to work independently Self-learner Nice to have-Experience as Fullstack engineer Experience working in containerized environment with KubernetesExperience in relational databases (Postgres advantage) and NoSQL databases (Mongo Advantage)Experience with cloud technologies (GCP/AWS/Azure)More About CybereasonOur culture and how we operate reflects in our shared values. Our #Defenders are individuals with diverse skill sets and backgrounds who are driven to innovate and scale with our growing organization. We are a team that strives to learn from each other, solve challenging problems, and work collaboratively toward our goal of reversing the adversary advantage.Core ValuesWin As One: The power of an individual is less than the power of a team.Ever Evolving: Change keeps us at the forefront, so we encourage it.Daring: To achieve the impossible, we must dare to be different.Obsessed with Customers: We believe gaining our customers’ trust is the most important part of what we do.Never Give Up: We are tenacious and resilient, and we never stop.UbU: We believe people can only unlock their full potential when they work somewhere that accepts who they are.If these values resonate with you and our vision excites you, join us today and help us end cyber attacks from the endpoint to everywhere! #DefendersDon’t meet every single requirement? Studies have shown that women and people of color are less likely to apply to jobs unless they meet every single qualification. At Cybereason we are dedicated to building a diverse, inclusive, and authentic workplace (#uBu), so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyways. You may be just the right candidate for this or other roles.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2mov3b5z"", ""https://tinyurl.com/2mov3b5z"")"
49,2 weeks ago ,OpenWeb ,Frontend Engineer (Social)," Tel Aviv-Yafo, Tel Aviv District, Israel","We create a safe space for communities to thrive.OpenWeb's mission is to improve the quality of conversations online, building a healthier web where content creators of all kinds are empowered to thrive. As a product company, OpenWeb partners with publishers and brands to build strong, direct relationships with their audiences.OpenWeb's technology empowers its partners to build vibrant communities rooted in healthy conversations and robust social experiences. OpenWeb works with more than 1,000 top-tier publishers, hosting more than 100 million active users each month.Founded in 2015, OpenWeb has nearly 300 employees in New York City, Tel Aviv, Kyiv, San Diego, Canada, London, and Paris and is backed by world-class investors, including Georgian, Insight Partners, Entrée Capital, The New York Times, Samsung Next, Dentsu, and ScaleUp. To date, the company has raised $393 million in funding and is currently valued at $1.5 billion.To learn more about OpenWeb's platform, visit OpenWeb.com, or follow @OpenWebHQ on LinkedIn and Twitter.What You'll Do:Your Mission is to be part of the software development initiatives to drive the OpenWeb Product vision. Take charge. Maintain, develop and create the frontend advertisement unit to build the monetization network product capabilities needed to evolve OpenWeb's business model to achieve success. Teamwork. You will be joining a cross-functional team that embraces an Agile/DevOps culture with an emphasis on ownership, accountability, automation, continuous integration and continuous delivery. Fast-paced. You will be supporting the design and development of fast and resilient web applications, along with the refactoring of legacy applications. Quality. You will be responsible for writing high-quality, defect-free, secure, extensible, and reusable code, and ensuring that code is protected and tested through rigorous automated testing practices. You will report to the Squad Engineering Manager. What You'll Bring:4+ years experience in developing frontend web applications at Saas-related companiesJavascript, Node.js, React.js, WebPack, HTML, and CSS, and Redux Advantage: NoSQL databases- Redis, MySQL, and MongoDB. 4+ years using concepts like asynchronous programming, closures, types, and ES6Strong experience with browser API's and optimizing frontend performanceExperience with Continuous Delivery and Continuous Integration techniquesExperience with test-driven development and automated testing practicesAdtech knowledgeWeb based 3rd party applicationsThe OpenWeb CultureWe offer a dynamic and unconventional work environment that spans from NYC to London, France, Kyiv, and Tel Aviv, bringing together a diverse group of world-class and high-caliber techies, wordsmiths, entrepreneurs, and creative thinkers. We empower every individual across our global team to be a catalyst for change and strive to create a work environment where you can have the utmost autonomy over your role and projects from start to finish. If you want to join an innovative tech company where you can challenge yourself, have the freedom to own your work, and make a lasting impact, then you have a spot within our growing community!OpenWeb is committed to building diverse teams and upholding an equal employment workplace that is free from discrimination. We hire amazing individuals regardless of their race, color, ancestry, religion, sex, gender identity, national origin, sexual orientation, age, citizenship, marital status, pregnancy, medical conditions, genetic information, disability, or Veteran status.Build your skills with us as you build a better web for everyone. Join us!Also, we care about your privacy! Please take a moment to review OpenWeb's Privacy Practices
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2lk75fht"", ""https://tinyurl.com/2lk75fht"")"
50,1 month ago ,inManage ,Junior iOS Developer," Tel Aviv-Yafo, Tel Aviv District, Israel",":B.Sc in computer science or related field - must.Knowledge of Swift development - must.A strong understanding of object oriented programming and design patterns.Strong understanding of iOS user interface guidelines, including Autolayout.Knowledge building mobile apps that access RESTful api.Knowledge of Java (android) - an advantage. Personal Projects would be considered as experience.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2nl3369h"", ""https://tinyurl.com/2nl3369h"")"
51,1 month ago ,inManage ,Junior Backend Developer (PHP)," Tel Aviv-Yafo, Tel Aviv District, Israel",":B.sc in computer science or other related fieldKnowledge of PHP7, MYSQL - an advantage.Knowledge of python - an advantage. Personal Projects would be considered as experience.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2pdd2thf"", ""https://tinyurl.com/2pdd2thf"")"
52,1 month ago ,Qualitest ,#7870 - Junior Automation Developer," Netanya, Center District, Israel","B.Sc in Computer Science, Mathematics, or a similar field.1-2 years of automation development One year of Node.js development experience – requiredOne year of Vue.js development experience – Mandatory Experience with Databases required, preferably MongoDBStrong knowledge of Javascript, HTML and CSSExperience with following frameworks: Bootstrap, VuetifyExperience with Jira or other task-managing appsKnowledge of Git Motivated and out-of-the-box thinking Excellent communication skills Excellent EnglishBenefitsWhy QualiTest?Have continuous access to and work with Senior Specialists and Practice ExpertsBe a part of a leading company, globally recognized as a Visionary by Gartner Magic QuadrantAs a global company, we offer unique placement opportunities around the worldIntrigued to find more about us?Visit our website at www.qualitestgroup.com Check out our Career page: https://qualitestgroup.com/careers/
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2quwe9dm"", ""https://tinyurl.com/2quwe9dm"")"
53,2 weeks ago ,Claroty ,Frontend Software Engineer, Israel,"7+ years of experience building web-based frontend solutions for client-facing productsReact experience- mustPython experience - advantageHands-on, independent, fast learner and self-reliant with the ability to take on new technologiesHigh energy work ethic, team player with the ability to work in a dynamic startup environment, creative, out-of-the-box thinker who can accomplish great thingsAdvantage: experience building and packaging SPAs for productionAdvantage: experience with electron or other JS desktop applicationsAt Claroty, we are looking to hire individuals who embody our core values: People First, Customer Obsession, Strive for Excellence, and Integrity.Claroty is an equal opportunity employer and is committed to fostering a diverse and inclusive work environment for all. We encourage applications from candidates of ALL diverse backgrounds, and special accommodations are available upon request in all phases of the hiring process.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2kz23nc4"", ""https://tinyurl.com/2kz23nc4"")"
54,6 days ago ,Pontera ,QA Automation Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel","At least 3 years of experience as a QA Automation Engineer.Fluent in Python - must.B.Sc. degree in Computer Science / Information systems or a professional QA course.Familiarity with Playwright - great advantage.Understanding of QA methodologies.Strong analytical and troubleshooting skills.Ability to take full responsibility and ownership and carry out tasks end-to-end.Excellent technical skills.Fluent in written and spoken English.Experience in QA automation tools - advantage.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2hzgdgld"", ""https://tinyurl.com/2hzgdgld"")"
55,7 hours ago ,Moon Active ,Technical Support Engineer (Tier 3)," Tel Aviv-Yafo, Tel Aviv District, Israel","Previous experience in a similar Technical Support or Production Engineer role. Proven experience with SQL and data analysisExperience with system log analysis.Experience working with REST APIs. - Ability to understand flows and provide creative troubleshooting solutions. Multi-tasker, self-learner, highly motivated and a team player. Strong capabilities building organized processes and structured formal documentation.Ability to comply with tight deadlines and self-prioritize.English - excellent written and verbal communication skills.Proven experience in programming (JS, Python, Nodejs) - Advantage
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2m7rapov"", ""https://tinyurl.com/2m7rapov"")"
56,1 month ago ,Qwilt ,IT Network Engineer, Israel,"DescriptionAbout the role and the teamAs part of our continued growth, we are looking for a Senior Network Engineer to join our team and help design, implement and support our company’s network environments. If you have great service-oriented skills, deep technical knowledge, you're a team player, and are a quick learner-come join our ride!What will you do?Design and implement on-premise and multi-cloud network environmentsManage all our physical and virtual network equipmentManage all our Wireless network infrastructureDesign and implement secure authentication throughout the networkMaintain the highest level of security throughout the networkManage tangible and intangible Network assetsDesign and implement PKIYou will be great for this role if you haveAt least 3 years of experience as a Network AdministratorExperience with Firewall configurationStrong understanding of network and routing protocolsExperience with PKIKnowledge in Linux and AutomationKnowledge is authentication protocolsExperience with AWS and GCPExcellent English communication skills — written and verbalTeam player approach of listening, talking, giving credit and building trustWhy Join Our Team At QwiltUnique opportunity to work on truly disruptive software and cloud servicesGet hands-on experience with edge cloud services technologyDevelop, lead and execute an industry-changing initiativeLearn from the best! Join a dedicated, experienced team of professionalsQwilt is growing fast, and we’re scaling our team to help enable and accelerate our growth. We are looking for people who share our values, challenge ordinary thinking, and push the pace of innovation while building a future for themselves and Qwilt.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2dsolt8n"", ""https://tinyurl.com/2dsolt8n"")"
57,5 days ago ,Elbit Systems Ltd ,SYSTEM ENGINEER," Holon, Tel Aviv District, Israel","Be part of the team that defines and leads the next electronic warfare system architecture of the Elbit Systems EW and SIGINT - Elisra in the naval domainThe System Engineer is the pivot in a multidisciplinary R&D organization, he is the technical lead for all matters related to system design and considerations in new and existing products and solutionsThe System Engineering team is responsible for specifying and designing Elisra’s Naval EW systems. , which are complex multidisciplinary systems consisting of HW, RF, Algorithms, FW, mechanics, and SW. The team is the technical authority on system considerations:What Will You DoLead multi-disciplinary system-level features and functionality developmentIntegrate multi-disciplinary features with other teams such as hardware, firmware, SWIdentification and understanding of complex systems oriented conceptsDefine Systems Engineering solutions to technical issues which will define system architecture, requirements, and capabilities Desired BackgroundAt least 4-5 years of experience as a System Engineer of a multidisciplinary productB.Sc. /M.sc in Electrical Engineering or Computer Engineering or equivalentExperience in defining SW, HW, and FW requirements and accompany design teamsExperience with system design from concept to a complete productExperience and proficiency in EW / Radar / Naval systems– advantageGood ability to work independently and in small teamsCreative, innovative, willing, and able to absorb and share knowledge and ideasCustomer-oriented
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2jfv5dq5"", ""https://tinyurl.com/2jfv5dq5"")"
58,2 weeks ago ,NICE ,Cloud Developer, Israel,":1-2 years of experience as a DevOps engineer with AWS cloud - Must3+ years of experience as a Full Stack developer:Angular 10+NodeJSStrong understanding of DevOps tools such as Jenkins, Azure DevOps, Kubernetes, GitHub, GitHub ActionsAbility to design and lead the development of a ""one-stop-shop"" of a self-service, API-driven platform to provide the required services to the stakeholders around provisioning, security, FinOps, governance, and observability. Comprehensive knowledge of design metrics, analytics tools, benchmarking activities, and related reporting to identify best practices. Consistently demonstrates clear and concise written and verbal communication. Passionately enthusiastic about DevOps & cloud technologies. Ability to work independently, multi-task, and take ownership of various parts of a project or initiative. Advantages:Experience with software & cloud development tools:AWS (lambda, CloudFormation, CDK)Azure (Azure App, Azure functions)AWS certificationPostgres and DynamoDBAbout NICENICE Ltd. (NASDAQ: NICE) software products are used by 25,000+ global businesses, including 85 of the Fortune 100 corporations, to deliver extraordinary customer experiences, fight financial crime and ensure public safety. Every day, NICE software manages more than 120 million customer interactions and monitors 3+ billion financial transactions. Known as an innovation powerhouse that excels in AI, cloud and digital, NICE is consistently recognized as the market leader in its domains, with over 8,500 employees across 30+ countries. NICE is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, age, sex, marital status, ancestry, neurotype, physical or mental disability, veteran status, gender identity, sexual orientation or any other category protected by law.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2j5lkwwh"", ""https://tinyurl.com/2j5lkwwh"")"
59,2 weeks ago ,Cellebrite ,DevOps Engineer," Petah Tikva, Center District, Israel","What is our mission?Cellebrite’s (Nasdaq: CLBT) mission is to enable its customers to protect and save lives, accelerate justice, and preserve privacy in communities around the world. Cellebrite is a global leader in Digital Intelligence solutions for the public and private sectors, empowering organizations to master the complexities of legally sanctioned digital investigations by streamlining intelligence processes. Trusted by thousands of leading agencies and companies in more than 140 countries, Cellebrite’s Digital Intelligence platform and solutions transform how customers collect, review, analyze, and manage data in legally sanctioned investigations.What is your mission?As an MLOps Engineer, you will drive the automation of multiple parts of infrastructure and deployment systems.Strive to improve and shorten processes, to enable engineering and operations teams to work smarter and faster with high quality.You will design, develop, and modify machine learning processes in Cellebrite AI team using cloud technologies and MLOps tools.You will be an expert with the AI team MLOps processes handling the full ML process from the data collection through model training and ending by deploying the best model into Cellebrite’s products.You will be handling CI/CD processes on Premise and on the Cloud, on Windows and Linux servers.You will work closely with R&D teams on integrating AI team artifacts into R&D team's CI/CD processes. What you’ll love about your mission?You will setup tools and required infrastructure, Become an expert in AI processes, Work with other DevOps engineers and Developers to deploy and integrate AI team artifacts into Cellebrite products and pipelinesWhat are the requirements? 4+ years’ experience as DevOps Engineer2+ years’ experience as an MLOPS engineer - AdvantageAbility to handle DevOps design and hands-on tasksExperience in build management tools and technologies - Jenkins, GitHub, GitHub -Actions, Docker, Artifactory, Terraform, K8SMLflow and Databricks - AdvantageKnowledge of various AWS services and Sagemaker - AdvantageExperience with building MLOps processes – data collection, data tagging, training models and deploy artifactsSoftware development experience - AdvantageExperience in AWS - AdvantageTeam player, self-learning capabilities, good communication skills and can-do attitude!
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2o7rvqbk"", ""https://tinyurl.com/2o7rvqbk"")"
60,4 days ago ,Intel Corporation ,DevOps Engineer," Petah Tikva, Center District, Israel","Job DescriptionWho we are?Intel Wireless Communication Solutions (WCS) is expending to new area of end user application and SW services. The team first challenge is building and delivering end to end experiences to the PC leveraging and collaborating with the devices around the PC such as phones and tablets. The team is building solutions that span across multiple operating systems (Windows, Chrome, iOS and Android) and devices.Be part of a team of software infrastructure and DevOps engineers and architects responsible for creating the design infrastructure required for software development, including build, test, and/or automation. Provides technical solutions and lead sound engineering practices are followed. QualificationsB.Sc. in Computer Science or equivalent professional experience7+ years' of experience as a Cloud Infrastructure DevOps engineer serving high-scale production grade SaaS applications on one of the major CSPs (AWS/GCP/Azure)Experience with CI/CD best practices and conceptsExperienced with microservice/event-oriented design and developmentHands-on experience with one or more Infrastructure as Code technology (Terraform/Cloud Formation/CDK/Pulumi)Hands-on experience in shell scripting using Unix/Linux systems - Bash, ZSH, Shell, etc.Hands-on experience with containers and container orchestration tools (Docker, Kubernetes, helm, etc.) - big advantageExperience with git source control Experience with Jenkins AdvantagesExperience with AWS services - Lambda, Cognito, ALB, API GW, EKS, ECSExperience with a modern monitoring system (Datadog etc.) and cloud storage technologies - databases, object stores, in-memory caches, etc. (DynamoDB, Aurora, MongoDB, REDIS, RDS-RLS, S3, etc.)Experience with Gerrit Inside this Business GroupThe Client Computing Group (CCG) is responsible for driving business strategy and product development for Intel's PC products and platforms, spanning form factors such as notebooks, desktops, 2 in 1s, all in ones. Working with our partners across the industry, we intend to continue to advance PC experiences to deliver the real-world performance people demand. As the largest business unit at Intel, CCG is investing more heavily in the PC, ramping its capabilities even more aggressively, and designing the PC experience even more deliberately, including delivering a predictable cadence of leadership products. As a result, we are able to fuel innovation across Intel, providing an important source of IP and scale, as well as help the company deliver on its purpose of enriching the lives of every person on earth.Posting StatementAll qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.BenefitsWe offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.htmlWorking ModelThis role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site. In certain circumstances the work model may change to accommodate business needs.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2jpcd4er"", ""https://tinyurl.com/2jpcd4er"")"
61,2 days ago ,Iknal Semikan ,Electronics & Software Developer," Jerusalem District, Israel","Work in SwedenOur job offerings are temporarily remote from your home country, but then we will help you migrate to a fantastic country, Sweden! We will provide you with a work permit and an exciting job opportunity.About The RoleAs an Electronics & Software Developer within hardware in the team, you are the hub company and responsible owner of circuit boards at the company. The role involves being an in-house representative, coordinating activities and quality-assuring output from the design partners.The job includes the following:Works with other team members such as hardware engineers, software engineers, and project managers to ensure that the electronic systems and software applications meet the project requirements.Responsible for identifying and fixing problems with the electronic systems and software applications they develop.Creates documentation for electronic systems and software applications, including design documents, user manuals, and technical specifications.Responsible for researching new technologies and trends in the industry to ensure that the electronic systems and software applications they develop are up-to-date and use the latest technologies.What You NeedBeen an incredible individual with a passion for electronics and software with the following:Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, Computer Science, or a related field is required.3+ years of hands-on experience designing and developing electronic systems.Knowledge of programming languages such as C, C++, Java, Python, and others and experience with electronic design software, including analogue and digital circuits, is required.Hands-on experience testing software (unit- and integration-level testing, automated testing and static code analysis) and/or electronics testing in a lab environment using engineering measurement techniques.Experience from several relevant construction projects is advantageous.Experience delivering Medical devices to IEC 60601, IEC 62304, ISO 13485 standards or equivalent.Strong problem-solving skills, attention to detail, and the ability to work in a team environment.About UsWe are offering more than just a new job position. We help you to build a new exciting life in one of the world's most innovative and technologically developed countries. Sweden is a creative and trending developer where companies excel in making new features to make life easier and sustainable for humans and the planet. Companies in Sweden offer different benefits to their employees, like respecting working hours, vacations, and special permits to maintain a balance between work and family life.Our client is an international technology company with the vision of helping their customers, transforming technology into great user experiences with physical and digital solutions. This position is for a customer who designs medical solutions to enhance performance in healthcare, from the hospital to the home.Do you feel ready to become part of an experienced and innovative company with reliable performance in the real world? Do you want to build the future? If you are a talented electronic and software engineer, this is the opportunity to work for constantly innovating companies and do your part to improve the world.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2eoycy7n"", ""https://tinyurl.com/2eoycy7n"")"
62,5 days ago ,Elbit Systems Ltd ,SYSTEM ENGINEER," Holon, Tel Aviv District, Israel","Be part of the team that defines and leads the next electronic warfare system architecture of the Elbit Systems EW and SIGINT - Elisra in the naval domainThe System Engineer is the pivot in a multidisciplinary R&D organization, he is the technical lead for all matters related to system design and considerations in new and existing products and solutionsThe System Engineering team is responsible for specifying and designing Elisra’s Naval EW systems. , which are complex multidisciplinary systems consisting of HW, RF, Algorithms, FW, mechanics, and SW. The team is the technical authority on system considerationsA Few Words About UsElbit Systems EW and SIGINT – Elisra Ltd. (Elisra) is a global leading company providing a wide range of electronic warfare (EW) systems, signal intelligence (SIGINT) systems and C4ISR technological solutions for the worldwide marketElbit Systems is an equal opportunity employerWe welcome applicants from all backgrounds and are committed to fostering a diverse and inclusive workforceWhat Will You DoLead multi-disciplinary system-level features and functionality developmentIntegrate multi-disciplinary features with other teams such as hardware, firmware, SWIdentification and understanding of complex systems oriented conceptsDefine Systems Engineering solutions to technical issues which will define system architecture, requirements, and capabilities At least 4-5 years of experience as a System Engineer of a multidisciplinary productB.Sc. /M.sc in Electrical Engineering or Computer Engineering or equivalentExperience in defining SW, HW, and FW requirements and accompany design teamsExperience with system design from concept to a complete productExperience and proficiency in EW / Radar / Naval systems– advantageGood ability to work independently and in small teamsCreative, innovative, willing, and able to absorb and share knowledge and ideasCustomer-oriented
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2nw9xpru"", ""https://tinyurl.com/2nw9xpru"")"
63,1 week ago ,Shopkick by Trax ,Backend Infra Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel","DescriptionTrax is looking for a talented and passionate and experienced Python Backend Engineer to join its Infrastructure Engineering team.An infrastructure engineer at Trax primary goal is to make any product reach and run on production in the best shape it can:From production infrastructure to the R&D infrastructure, while enforcing high code standards and abstractions (SDKs, internal packages), integrating the industry's latest & greatest tools to support the rich Trax ecosystem (ML, Data Services etc.).We offer:Working on state-of-the-art technologies with amazing peopleLearning & development opportunitiesGlobal work environment, diverse & inclusive companyHybrid work, amazing office in central Tel-AvivYour Day 2 Day:Lead development cycles from the ideation phase to productionTake full ownership on high scale distributed processing solutions:From requirements to designArchitect and scale the systemMonitoring, alerting & dashboardingBe on top of a hectic production environmentBe part of the Trax Infra group, contribute & shape the next gen of Trax platformRequired skills:5+ years of experience as a Backend Engineer (Python)Solid understanding of cloud-based - microservices architecture2+ years of experience of handling active production env’Excellent communication & mentorship skillsComputer science or equivalent bachelor's degree from an accredited college or university or an equivalent combination of related education and work experience.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2jk7kuzx"", ""https://tinyurl.com/2jk7kuzx"")"
64,1 day ago ,kramer ,QA Automation Engineer, Israel,"Minimum 4 years of automation software testing: Experience in building test automation solutions from scratch, monitor system and improving testing effectiveness Experience programming in one of the following: C# / Java Familiar with Agile, Jira, Xray Various operating platforms (Windows, Linux/Unix, Android, iOS) Planning, writing and running of test documents STR, STP, STD Knowledge of various testing methodologies Orientation to the Networking world- Hebrew and English - reading, writing and speaking at a very high levelAdvantage Writing and running automatic tests in Selenium and Katalon Studios Knowledge of Video/Audio streamingPowered by JazzHR
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2jxvxl56"", ""https://tinyurl.com/2jxvxl56"")"
